DateTime,Open
2017-01-01 00:00:00,8.0441000
2017-02-01 00:00:00,10.7110000
2017-03-01 00:00:00,15.8300000
2017-04-01 00:00:00,49.7770000
2017-05-01 00:00:00,83.5180000
2017-06-01 00:00:00,218.4100000
2017-07-01 00:00:00,276.1700000
2017-08-01 00:00:00,200.8200000
2017-09-01 00:00:00,387.3000000
2017-10-01 00:00:00,303.4400000
2017-11-01 00:00:00,303.6900000
2017-12-01 00:00:00,432.0100000
2018-01-01 00:00:00,736.7700000
2018-02-01 00:00:00,1119.8000000
2018-03-01 00:00:00,851.2500000
2018-04-01 00:00:00,393.6500000
2018-05-01 00:00:00,670.6400000
2018-06-01 00:00:00,577.0000000
2018-07-01 00:00:00,453.8500000
2018-08-01 00:00:00,432.1700000
2018-09-01 00:00:00,281.6000000
2018-10-01 00:00:00,232.9600000
2018-11-01 00:00:00,198.7000000
2018-12-01 00:00:00,113.6400000
2019-01-01 00:00:00,136.0000000
2019-02-01 00:00:00,108.6100000
2019-03-01 00:00:00,138.1800000
2019-04-01 00:00:00,143.7800000
2019-05-01 00:00:00,170.5300000
2019-06-01 00:00:00,267.1400000
2019-07-01 00:00:00,290.8000000
2019-08-01 00:00:00,218.7400000
2019-09-01 00:00:00,172.1000000
2019-10-01 00:00:00,182.0800000
2019-11-01 00:00:00,183.0400000
2019-12-01 00:00:00,152.4539615
2020-01-01 00:00:00,129.2900000
2020-02-01 00:00:00,180.2700000
2020-03-01 00:00:00,218.2800000
2020-04-01 00:00:00,133.1200000
2020-05-01 00:00:00,206.3400000
2020-06-01 00:00:00,231.3900000
2020-07-01 00:00:00,225.8800000
2020-08-01 00:00:00,346.8149548
2020-09-01 00:00:00,434.4836243
2020-10-01 00:00:00,360.4529963
2020-11-01 00:00:00,386.3265869
2020-12-01 00:00:00,616.0000000
2021-01-01 00:00:00,736.2200000
2021-02-01 00:00:00,1313.8686084
2021-03-01 00:00:00,1424.4000000
2021-04-01 00:00:00,1919.3000000
2021-05-01 00:00:00,2769.4000000
2021-06-01 00:00:00,2705.1000000
2021-07-01 00:00:00,2275.5000000
2021-08-01 00:00:00,2530.0000000
2021-09-01 00:00:00,3431.1000000
2021-10-01 00:00:00,3000.5000000
2021-11-01 00:00:00,4288.3000000
2021-12-01 00:00:00,4632.9000000
2022-01-01 00:00:00,3677.6000000
2022-02-01 00:00:00,2689.6000000
2022-03-01 00:00:00,2925.3000000
2022-04-01 00:00:00,3282.0000000
2022-05-01 00:00:00,2728.1000000
2022-06-01 00:00:00,1941.3000000
2022-07-01 00:00:00,1071.2000000
2022-08-01 00:00:00,1677.7000000
2022-09-01 00:00:00,1554.4842756
2022-10-01 00:00:00,1329.2000000
2022-11-01 00:00:00,1573.6000000
2022-12-01 00:00:00,1295.6000000
2023-01-01 00:00:00,1197.3000000
2023-02-01 00:00:00,1585.6000000
2023-03-01 00:00:00,1605.6000000
2023-04-01 00:00:00,1821.6000000
2023-05-01 00:00:00,1871.6000000
2023-06-01 00:00:00,1874.6000000
2023-07-01 00:00:00,1935.9000000
2023-08-01 00:00:00,1858.2000000
2023-09-01 00:00:00,1647.7000000
2023-10-01 00:00:00,1671.9000000
2023-11-01 00:00:00,1815.8000000
2023-12-01 00:00:00,2052.7000000
2024-01-01 00:00:00,2286.5000000
2024-02-01 00:00:00,2283.0000000
2024-03-01 00:00:00,3339.2000000
2024-04-01 00:00:00,3650.6000000
2024-05-01 00:00:00,3020.3000000
2024-06-01 00:00:00,3768.2000000
2024-07-01 00:00:00,3441.7000000
2024-08-01 00:00:00,3237.0000000
2024-09-01 00:00:00,2519.4000000
2024-10-01 00:00:00,2607.8000000
2024-11-01 00:00:00,2519.0000000
2024-12-01 00:00:00,3708.4000000
