Dataset,Horizon,Model,Type,n_folds,MSE,RMSE,MAE,MAPE,Directional_Accuracy,Strategy_Return_Pct,inference_time,Sharpe_Ratio,Max_Drawdown,Calmar_Ratio
SP500_Monthly,1,naive,naive,36,35820.36698838075,161.45054796006946,161.45054796006946,3.1006957800022623,0.0,0.0,0.00023045804765489366,0.0,0.0,0.0
SP500_Monthly,1,arima,classical,36,39019.68672207082,169.28708052577798,169.28708052577798,3.2503970682085406,13.88888888888889,-0.19045927213552533,0.03734209140141805,-0.3220653551749008,14.330195246196453,-0.17506880586412604
SP500_Monthly,1,ses,classical,36,40979.43661491496,175.05537716084766,175.05537716084766,3.3601547106087706,38.888888888888886,-0.3207040477073755,0.0009393162197536892,-0.29060157529680763,23.03031853680296,-0.1994742261933422
SP500_Monthly,1,holt,classical,36,61848.478941739355,209.02779853064465,209.02779853064465,4.205483798388416,41.666666666666664,-0.19466663312128724,0.001337130864461263,-0.17599268306631258,15.00526642540138,-0.20924719969201686
SP500_Monthly,1,holt_winters,classical,30,218954.3319772081,410.18390940809144,410.18390940809144,7.611117228758295,36.666666666666664,-1.1184130351696984,0.004379574457804362,-1.036991076813679,32.19261076546832,-0.41453724245890594
