Dataset,Horizon,Model,Type,n_folds,MSE,RMSE,MAE,MAPE,Directional_Accuracy,Strategy_Return_Pct,inference_time,Sharpe_Ratio,Max_Drawdown,Calmar_Ratio
BTC_Monthly,3,chronos,foundation,34,210560388.93481967,12091.736295693174,10945.479147518385,16.45942349453478,50.0,-1.4515869577214087,0.07531973193673526,-0.31177547052168925,78.52754677195118,-0.3716372169962679
BTC_Monthly,3,timesfm,foundation,34,605064649.4748689,21848.72163819108,21070.084242876837,36.522268603477514,32.35294117647059,-6.650820567119001,0.057517016635221595,-1.5649965677986326,90.43376203381887,-0.6954259564830813
BTC_Monthly,3,gemma4_local,llm_local,34,191338829.46545473,11940.965611888712,10762.320148590687,17.02313091339888,41.1764705882353,-1.754083791722177,1.4800412935369156,-0.3774720897297227,57.67590848469474,-0.5318506953147045
BTC_Monthly,3,qwen3_local,llm_local,34,171642966.65025777,10932.065680152897,9885.62032935049,14.959427928635213,47.05882352941177,3.0409577412753275,2.5045969135621013,0.6656376348031212,38.75660403764948,0.6712186122322488
US_CPI_Monthly,1,naive,naive,36,0.7804269722222257,0.783972222222221,0.783972222222221,0.25040089356499895,0.0,0.0,0.00022020604875352647,0.0,0.0,0.0
US_CPI_Monthly,1,arima,classical,36,0.33119964309024624,0.4464221164136038,0.4464221164136038,0.1431221582990039,94.44444444444444,0.24826345990412868,0.034603734811147056,6.152641321596592,0.05003518098661417,60.33775802311848
US_CPI_Monthly,1,ses,classical,36,0.7805475832509017,0.7840436202331426,0.7840436202331426,0.250423697438231,11.11111111111111,-0.22827400140674733,0.000970058970981174,-4.616855286184145,7.391903044563813,-0.3661882379378184
US_CPI_Monthly,1,holt,classical,36,0.5128227128527156,0.5907922445614291,0.5907922445614291,0.18939985212987714,80.55555555555556,0.17715142838169068,0.0013894438743591309,2.726627044024592,1.0698478421893796,2.003686278283665
US_CPI_Monthly,1,timegpt,foundation,36,0.8546662780861236,0.6804197222222288,0.6804197222222288,0.21869059642805447,91.66666666666667,0.21762319740929695,2.4524505337079368,4.075210771813864,0.05003518098662446,52.781237719890235
US_CPI_Monthly,1,moirai,foundation,36,1.1526248314532,0.7772542453342024,0.7772542453342024,0.25035495250294293,69.44444444444444,0.13958398974209457,0.06866380903455946,1.928071973511791,0.427390176052452,3.9406662021884764
