Date,Close
2014-09-30,386.9440002441406
2014-10-31,338.3210144042969
2014-11-30,378.0469970703125
2014-12-31,320.1929931640625
2015-01-31,217.46400451660156
2015-02-28,254.26300048828125
2015-03-31,244.2239990234375
2015-04-30,236.14500427246094
2015-05-31,230.19000244140625
2015-06-30,263.0719909667969
2015-07-31,284.6499938964844
2015-08-31,230.05599975585938
2015-09-30,236.05999755859375
2015-10-31,314.1659851074219
2015-11-30,377.3210144042969
2015-12-31,430.5669860839844
2016-01-31,368.7669982910156
2016-02-29,437.6969909667969
2016-03-31,416.72900390625
2016-04-30,448.3179931640625
2016-05-31,531.385986328125
2016-06-30,673.3369750976562
2016-07-31,624.6810302734375
2016-08-31,575.4719848632812
2016-09-30,609.7349853515625
2016-10-31,700.9719848632812
2016-11-30,745.6909790039062
2016-12-31,963.7429809570312
2017-01-31,970.4030151367188
2017-02-28,1179.969970703125
2017-03-31,1071.7900390625
2017-04-30,1347.8900146484375
2017-05-31,2286.409912109375
2017-06-30,2480.840087890625
2017-07-31,2875.340087890625
2017-08-31,4703.39013671875
2017-09-30,4338.7099609375
2017-10-31,6468.39990234375
2017-11-30,10233.599609375
2017-12-31,14156.400390625
2018-01-31,10221.099609375
2018-02-28,10397.900390625
2018-03-31,6973.52978515625
2018-04-30,9240.5498046875
2018-05-31,7494.169921875
2018-06-30,6404.0
2018-07-31,7780.43994140625
2018-08-31,7037.580078125
2018-09-30,6625.56005859375
2018-10-31,6317.60986328125
2018-11-30,4017.2685546875
2018-12-31,3742.700439453125
2019-01-31,3457.792724609375
2019-02-28,3854.785400390625
2019-03-31,4105.404296875
2019-04-30,5350.7265625
2019-05-31,8574.501953125
2019-06-30,10817.1552734375
2019-07-31,10085.6279296875
2019-08-31,9630.6640625
2019-09-30,8293.8681640625
2019-10-31,9199.5849609375
2019-11-30,7569.6298828125
2019-12-31,7193.59912109375
2020-01-31,9350.529296875
2020-02-29,8599.5087890625
2020-03-31,6438.64453125
2020-04-30,8658.5537109375
2020-05-31,9461.05859375
2020-06-30,9137.9931640625
2020-07-31,11323.466796875
2020-08-31,11680.8203125
2020-09-30,10784.4912109375
2020-10-31,13780.9951171875
2020-11-30,19625.8359375
2020-12-31,29001.720703125
2021-01-31,33114.359375
2021-02-28,45137.76953125
2021-03-31,58918.83203125
2021-04-30,57750.17578125
2021-05-31,37332.85546875
2021-06-30,35040.8359375
2021-07-31,41626.1953125
2021-08-31,47166.6875
2021-09-30,43790.89453125
2021-10-31,61318.95703125
2021-11-30,57005.42578125
2021-12-31,46306.4453125
2022-01-31,38483.125
2022-02-28,43193.234375
2022-03-31,45538.67578125
2022-04-30,37714.875
2022-05-31,31792.310546875
2022-06-30,19784.7265625
2022-07-31,23336.896484375
2022-08-31,20049.763671875
2022-09-30,19431.7890625
2022-10-31,20495.7734375
2022-11-30,17168.56640625
2022-12-31,16547.49609375
2023-01-31,23139.283203125
2023-02-28,23147.353515625
2023-03-31,28478.484375
2023-04-30,29268.806640625
2023-05-31,27219.658203125
2023-06-30,30477.251953125
2023-07-31,29230.111328125
2023-08-31,25931.47265625
2023-09-30,26967.916015625
2023-10-31,34667.78125
2023-11-30,37712.74609375
2023-12-31,42265.1875
2024-01-31,42582.60546875
2024-02-29,61198.3828125
2024-03-31,71333.6484375
2024-04-30,60636.85546875
2024-05-31,67491.4140625
2024-06-30,62678.29296875
2024-07-31,64619.25
2024-08-31,58969.8984375
2024-09-30,63329.5
2024-10-31,70215.1875
2024-11-30,96449.0546875
2024-12-31,93429.203125
2025-01-31,102405.0234375
2025-02-28,84373.0078125
2025-03-31,82548.9140625
2025-04-30,94207.3125
2025-05-31,104638.09375
2025-06-30,107135.3359375
2025-07-31,115758.203125
2025-08-31,108236.7109375
2025-09-30,114056.0859375
2025-10-31,109556.1640625
2025-11-30,90394.3125
2025-12-31,87508.828125
2026-01-31,89229.078125
