DateTime,Open
2017-01-01 00:00:00,8.0441000
2017-01-02 00:00:00,8.2200000
2017-01-03 00:00:00,8.3700000
2017-01-04 00:00:00,9.6620000
2017-01-05 00:00:00,11.0620000
2017-01-06 00:00:00,10.2150000
2017-01-07 00:00:00,10.1000000
2017-01-08 00:00:00,9.7960000
2017-01-09 00:00:00,10.3590000
2017-01-10 00:00:00,10.4170000
2017-01-11 00:00:00,10.6080000
2017-01-12 00:00:00,9.6799000
2017-01-13 00:00:00,9.7183000
2017-01-14 00:00:00,9.6750000
2017-01-15 00:00:00,9.6140000
2017-01-16 00:00:00,9.7419000
2017-01-17 00:00:00,9.5739000
2017-01-18 00:00:00,10.2910000
2017-01-19 00:00:00,10.2220000
2017-01-20 00:00:00,10.4260000
2017-01-21 00:00:00,10.6400000
2017-01-22 00:00:00,10.9480000
2017-01-23 00:00:00,10.6830000
2017-01-24 00:00:00,10.7020000
2017-01-25 00:00:00,10.5700000
2017-01-26 00:00:00,10.4840000
2017-01-27 00:00:00,10.5800000
2017-01-28 00:00:00,10.4530000
2017-01-29 00:00:00,10.5350000
2017-01-30 00:00:00,10.4350000
2017-01-31 00:00:00,10.5000000
2017-02-01 00:00:00,10.7110000
2017-02-02 00:00:00,10.6540000
2017-02-03 00:00:00,10.7400000
2017-02-04 00:00:00,11.0170000
2017-02-05 00:00:00,11.3310000
2017-02-06 00:00:00,11.2100000
2017-02-07 00:00:00,11.2700000
2017-02-08 00:00:00,11.4390000
2017-02-09 00:00:00,11.2830000
2017-02-10 00:00:00,10.9500000
2017-02-11 00:00:00,11.2800000
2017-02-12 00:00:00,11.3090000
2017-02-13 00:00:00,11.3330000
2017-02-14 00:00:00,11.3170000
2017-02-15 00:00:00,13.0720000
2017-02-16 00:00:00,12.9400000
2017-02-17 00:00:00,12.8890000
2017-02-18 00:00:00,12.7660000
2017-02-19 00:00:00,12.8280000
2017-02-20 00:00:00,12.8100000
2017-02-21 00:00:00,12.4200000
2017-02-22 00:00:00,12.8180000
2017-02-23 00:00:00,12.6820000
2017-02-24 00:00:00,13.2000000
2017-02-25 00:00:00,13.0670000
2017-02-26 00:00:00,13.5100000
2017-02-27 00:00:00,14.5670000
2017-02-28 00:00:00,15.5000000
2017-03-01 00:00:00,15.8300000
2017-03-02 00:00:00,17.4770000
2017-03-03 00:00:00,19.0280000
2017-03-04 00:00:00,19.5500000
2017-03-05 00:00:00,18.5010000
2017-03-06 00:00:00,19.2920000
2017-03-07 00:00:00,19.5680000
2017-03-08 00:00:00,18.8000000
2017-03-09 00:00:00,16.5440000
2017-03-10 00:00:00,17.6720000
2017-03-11 00:00:00,19.1750000
2017-03-12 00:00:00,21.3000000
2017-03-13 00:00:00,23.2400000
2017-03-14 00:00:00,28.3920000
2017-03-15 00:00:00,28.6600000
2017-03-16 00:00:00,34.7960000
2017-03-17 00:00:00,45.0710000
2017-03-18 00:00:00,44.6500000
2017-03-19 00:00:00,34.2000000
2017-03-20 00:00:00,43.1690000
2017-03-21 00:00:00,41.8740000
2017-03-22 00:00:00,42.4520000
2017-03-23 00:00:00,41.4590000
2017-03-24 00:00:00,43.1360000
2017-03-25 00:00:00,54.0200000
2017-03-26 00:00:00,51.2700000
2017-03-27 00:00:00,50.5000000
2017-03-28 00:00:00,48.9130000
2017-03-29 00:00:00,50.1640000
2017-03-30 00:00:00,52.8790000
2017-03-31 00:00:00,51.6760000
2017-04-01 00:00:00,49.7770000
2017-04-02 00:00:00,50.6000000
2017-04-03 00:00:00,48.6000000
2017-04-04 00:00:00,44.2700000
2017-04-05 00:00:00,44.5130000
2017-04-06 00:00:00,45.3500000
2017-04-07 00:00:00,43.2970000
2017-04-08 00:00:00,42.3620000
2017-04-09 00:00:00,44.7140000
