Date,Close
2003-12-31,1.2590018510818481
2004-01-31,1.2468050718307495
2004-02-29,1.2494065761566162
2004-03-31,1.231299638748169
2004-04-30,1.198293685913086
2004-05-31,1.2198989391326904
2004-06-30,1.218397855758667
2004-07-31,1.2016053199768066
2004-08-31,1.2178043127059937
2004-09-30,1.2433944940567017
2004-10-31,1.2791976928710938
2004-11-30,1.3298048973083496
2004-12-31,1.3565024137496948
2005-01-31,1.305193305015564
2005-02-28,1.3217023611068726
2005-03-31,1.2966973781585693
2005-04-30,1.287597894668579
2005-05-31,1.2307995557785034
2005-06-30,1.2091021537780762
2005-07-31,1.2124004364013672
2005-08-31,1.234095573425293
2005-09-30,1.2028049230575562
2005-10-31,1.1988970041275024
2005-11-30,1.1804981231689453
2005-12-31,1.184104561805725
2006-01-31,1.2148454189300537
2006-02-28,1.1930042505264282
2006-03-31,1.2115044593811035
2006-04-30,1.2635995149612427
2006-05-31,1.2816076278686523
2006-06-30,1.2782983779907227
2006-07-31,1.277400255203247
2006-08-31,1.2809016704559326
2006-09-30,1.2662074565887451
2006-10-31,1.2766989469528198
2006-11-30,1.325100064277649
2006-12-31,1.3198009729385376
2007-01-31,1.3023037910461426
2007-02-28,1.322891354560852
2007-03-31,1.3358982801437378
2007-04-30,1.3652063608169556
2007-05-31,1.3456052541732788
2007-06-30,1.3536012172698975
2007-07-31,1.3672035932540894
2007-08-31,1.3642005920410156
2007-09-30,1.4264928102493286
2007-10-31,1.4471989870071411
2007-11-30,1.469594120979309
2007-12-31,1.4601097106933594
2008-01-31,1.4865025281906128
2008-02-29,1.519202709197998
2008-03-31,1.5757957696914673
2008-04-30,1.5622069835662842
2008-05-31,1.5540982484817505
2008-06-30,1.57500159740448
2008-07-31,1.5593082904815674
2008-08-31,1.4670931100845337
2008-09-30,1.409641981124878
2008-10-31,1.2701960802078247
2008-11-30,1.269792914390564
2008-12-31,1.3979953527450562
2009-01-31,1.2836971282958984
2009-02-28,1.2678931951522827
2009-03-31,1.3246963024139404
2009-04-30,1.323521614074707
2009-05-31,1.4157087802886963
2009-06-30,1.4038830995559692
2009-07-31,1.4260046482086182
2009-08-31,1.434267520904541
2009-09-30,1.465502142906189
2009-10-31,1.4732965230941772
2009-11-30,1.5038950443267822
2009-12-31,1.4327058792114258
2010-01-31,1.3866932392120361
2010-02-28,1.3631035089492798
2010-03-31,1.3508037328720093
2010-04-30,1.3298048973083496
2010-05-31,1.2287880182266235
2010-06-30,1.223002314567566
2010-07-31,1.3039000034332275
2010-08-31,1.266592264175415
2010-09-30,1.3628062009811401
2010-10-31,1.377808928489685
2010-11-30,1.3103927373886108
2010-12-31,1.3301233053207397
2011-01-31,1.3572757244110107
2011-02-28,1.373437762260437
2011-03-31,1.4121301174163818
2011-04-30,1.4844063520431519
2011-05-31,1.4322338104248047
2011-06-30,1.4478904008865356
2011-07-31,1.4331985712051392
2011-08-31,1.4433138370513916
2011-09-30,1.3585848808288574
2011-10-31,1.4140071868896484
2011-11-30,1.3324095010757446
2011-12-31,1.2956053018569946
2012-01-31,1.3139568567276
2012-02-29,1.3477997779846191
2012-03-31,1.3313806056976318
2012-04-30,1.3241524696350098
2012-05-31,1.2374706268310547
2012-06-30,1.2440905570983887
2012-07-31,1.2259409427642822
2012-08-31,1.2510946989059448
2012-09-30,1.2913223505020142
2012-10-31,1.2962603569030762
2012-11-30,1.2973533868789673
2012-12-31,1.3227688074111938
2013-01-31,1.3568336963653564
2013-02-28,1.3150973320007324
2013-03-31,1.2815911769866943
2013-04-30,1.3095861673355103
2013-05-31,1.3043931722640991
2013-06-30,1.3035939931869507
2013-07-31,1.3264886140823364
2013-08-31,1.3236267566680908
2013-09-30,1.349545955657959
2013-10-31,1.3724011182785034
2013-11-30,1.360396146774292
2013-12-31,1.3810056447982788
2014-01-31,1.3558770418167114
2014-02-28,1.3707455396652222
2014-03-31,1.3752131462097168
2014-04-30,1.3813681602478027
2014-05-31,1.360451579093933
2014-06-30,1.3644425868988037
2014-07-31,1.3396027088165283
2014-08-31,1.3184958696365356
2014-09-30,1.269083857536316
2014-10-31,1.2613362073898315
2014-11-30,1.246199131011963
2014-12-31,1.2162047624588013
2015-01-31,1.13355553150177
2015-02-28,1.1205360889434814
2015-03-31,1.0830246210098267
2015-04-30,1.1114321947097778
2015-05-31,1.0960345268249512
2015-06-30,1.122296690940857
2015-07-31,1.0939244031906128
2015-08-31,1.1214030981063843
2015-09-30,1.1255937814712524
2015-10-31,1.0993843078613281
2015-11-30,1.0583018064498901
2015-12-31,1.093398094177246
2016-01-31,1.0936970710754395
2016-02-29,1.0923947095870972
2016-03-31,1.1334655284881592
2016-04-30,1.135589361190796
2016-05-31,1.1148396730422974
2016-06-30,1.1128050088882446
2016-07-31,1.108438491821289
2016-08-31,1.1153244972229004
2016-09-30,1.121956706047058
2016-10-31,1.0984665155410767
2016-11-30,1.0648492574691772
2016-12-31,1.0575296878814697
2017-01-31,1.0708587169647217
2017-02-28,1.0584250688552856
2017-03-31,1.0687072277069092
2017-04-30,1.0864251852035522
2017-05-31,1.117168664932251
2017-06-30,1.144164800643921
2017-07-31,1.1747292280197144
2017-08-31,1.1893434524536133
2017-09-30,1.178175449371338
2017-10-31,1.1652703285217285
2017-11-30,1.18519926071167
2017-12-31,1.1941723823547363
2018-01-31,1.2409565448760986
2018-02-28,1.2230321168899536
2018-03-31,1.2302846908569336
2018-04-30,1.2122827768325806
2018-05-31,1.1667250394821167
2018-06-30,1.1562966108322144
